tempo	vel	tempo	pos	tempo	in	tempo	esf
5529	0,317383	5529	1,59668	5529	2	5529	-0,969831
5530	0,27832	5530	1,64063	5530	2	5530	-0,918336
5531	0,244141	5531	1,68945	5531	2	5531	-0,898713
5532	0,244141	5532	1,70898	5532	2	5532	-0,779497
5533	0,214844	5533	1,73828	5533	2	5533	-0,719436
5534	0,214844	5534	1,76758	5534	2	5534	-0,673098
5535	0,166016	5535	1,79688	5535	2	5535	-0,638077
5536	0,170898	5536	1,82129	5536	2	5536	-0,594329
5537	0,136719	5537	1,83105	5537	2	5537	-0,506737
5538	0,136719	5538	1,85547	5538	2	5538	-0,489749
5539	0,102539	5539	1,88477	5539	2	5539	-0,496454
5540	0,102539	5540	1,68945	5540	2	5540	0,325491
5541	0,102539	5541	1,90918	5541	2	5541	-0,510437
5542	0,0585938	5542	1,93359	5542	2	5542	-0,501297
5543	0,0634766	5543	1,93359	5543	2	5543	-0,406127
5544	0,0585938	5544	1,93848	5544	2	5544	-0,345711
5545	0,0585938	5545	1,95313	5545	2	5545	-0,332542
5546	0,0585938	5546	2,01172	5546	2	5546	-0,485797
5547	0,0146484	5547	1,97754	5547	2	5547	-0,275439
5548	0,0195313	5548	1,98242	5548	2	5548	-0,242731
5549	0,0195313	5549	1,97754	5549	2	5549	-0,180177
5550	0,0195313	5550	1,99219	5550	2	5550	-0,200297
5551	0,0195313	5551	1,99707	5551	2	5551	-0,182365
5552	0,0195313	5552	2,00684	5552	2	5552	-0,186169
5553	0,00976563	5553	2,01172	5553	2	5553	-0,172309
5554	-0,00488281	5554	2,02637	5554	2	5554	-0,197527
5555	-0,00976563	5555	2,03613	5555	2	5555	-0,201857
5556	-0,00976563	5556	2,03125	5556	2	5556	-0,152316
5557	-0,00488281	5557	2,02637	5557	2	5557	-0,110935
5558	-0,00976563	5558	2,02637	5558	2	5558	-0,094341
5559	-0,00976563	5559	2,02637	5559	2	5559	-0,080658
5560	-0,00976563	5560	2,02148	5560	2	5560	-0,0513176
5561	-0,00976563	5561	2,02637	5561	2	5561	-0,0627093
5562	-0,00976563	5562	2,02637	5562	2	5562	-0,0545757
5563	-0,0146484	5563	2,02637	5563	2	5563	-0,047869
5564	-0,00976563	5564	2,02637	5564	2	5564	-0,042339
5565	-0,00488281	5565	2,02637	5565	2	5565	-0,0377791
5566	-0,00488281	5566	2,02637	5566	2	5566	-0,0340193
5567	-0,0146484	5567	2,02637	5567	2	5567	-0,030919
5568	-0,00976563	5568	2,02637	5568	2	5568	-0,0283626
5569	-0,00976563	5569	2,02637	5569	2	5569	-0,0262548
5570	-0,00976563	5570	2,02637	5570	2	5570	-0,0245167
5571	0	5571	2,02637	5571	2	5571	-0,0230836
5572	-0,0146484	5572	2,03125	5572	2	5572	-0,0399597
5573	-0,00976563	5573	2,02637	5573	2	5573	-0,0182905
5574	-0,00976563	5574	2,02637	5574	2	5574	-0,0179497
5575	-0,00976563	5575	2,02637	5575	2	5575	-0,0176687
5576	-0,00976563	5576	2,02148	5576	2	5576	0,00062092
5577	-0,00488281	5577	2,02637	5577	2	5577	-0,0198828
5578	-0,00488281	5578	2,02637	5578	2	5578	-0,0192626
5579	-0,00976563	5579	2,04102	5579	2	5579	-0,0729248
5580	0	5580	2,02637	5580	2	5580	-0,0104188
5581	-0,00976563	5581	2,02637	5581	2	5581	-0,011459
5582	-0,00488281	5582	2,02637	5582	2	5582	-0,0123166
5583	-0,00488281	5583	2,02637	5583	2	5583	-0,0130239
5584	-0,00488281	5584	2,02148	5584	2	5584	0,00445083
5585	-0,00976563	5585	2,02637	5585	2	5585	-0,0167248
5586	-0,00488281	5586	2,02637	5586	2	5586	-0,0166586
5587	-0,00488281	5587	2,02637	5587	2	5587	-0,0166041
5588	-0,00976563	5588	2,02637	5588	2	5588	-0,0165591
5589	-0,00488281	5589	2,02637	5589	2	5589	-0,0165221
5590	-0,00976563	5590	2,02637	5590	2	5590	-0,0164915
5591	0	5591	2,02637	5591	2	5591	-0,0164663
5592	-0,00976563	5592	2,02637	5592	2	5592	-0,0164455
5593	-0,00976563	5593	2,02637	5593	2	5593	-0,0164283
5594	-0,00488281	5594	2,02637	5594	2	5594	-0,0164142
5595	-0,0146484	5595	2,03125	5595	2	5595	-0,0344604
5596	-0,00976563	5596	2,02637	5596	2	5596	-0,013756
5597	-0,00976563	5597	2,02637	5597	2	5597	-0,0142107
5598	-0,00976563	5598	2,02637	5598	2	5598	-0,0145856
5599	-0,00488281	5599	2,02637	5599	2	5599	-0,0148948
5600	-0,00976563	5600	2,02637	5600	2	5600	-0,0151497
5601	-0,00976563	5601	2,02637	5601	2	5601	-0,0153599
5602	-0,00488281	5602	2,02637	5602	2	5602	-0,0155332
5603	-0,00976563	5603	2,02637	5603	2	5603	-0,0156761
5604	-0,00488281	5604	2,02637	5604	2	5604	-0,015794
5605	-0,00976563	5605	2,02637	5605	2	5605	-0,0158911
5606	-0,00976563	5606	2,02637	5606	2	5606	-0,0159712
5607	-0,00488281	5607	2,02637	5607	2	5607	-0,0160373
5608	-0,00976563	5608	2,02637	5608	2	5608	-0,0160918
5609	-0,00976563	5609	2,02148	5609	2	5609	0,00192116
5610	-0,00488281	5610	2,02637	5610	2	5610	-0,0188106
5611	-0,00976563	5611	2,02637	5611	2	5611	-0,0183786
5612	-0,00976563	5612	2,02637	5612	2	5612	-0,0180223
5613	-0,00488281	5613	2,02637	5613	2	5613	-0,0177285
5614	-0,00488281	5614	2,02637	5614	2	5614	-0,0174863
5615	0	5615	2,02148	5615	2	5615	0,000771296
5616	-0,00976563	5616	2,02637	5616	2	5616	-0,0197588
5617	-0,00976563	5617	2,02637	5617	2	5617	-0,0191604
5618	-0,00976563	5618	2,02637	5618	2	5618	-0,0186669
5619	-0,00488281	5619	2,02637	5619	2	5619	-0,0182601
5620	-0,00488281	5620	2,02637	5620	2	5620	-0,0179246
5621	-0,00488281	5621	2,02637	5621	2	5621	-0,0176479
5622	-0,00976563	5622	2,02637	5622	2	5622	-0,0174198
5623	-0,00976563	5623	2,02637	5623	2	5623	-0,0172318
5624	-0,00488281	5624	2,02148	5624	2	5624	0,000981162
5625	-0,0146484	5625	2,02637	5625	2	5625	-0,0195857
5626	-0,00976563	5626	2,03125	5626	2	5626	-0,0370755
5627	-0,00976563	5627	2,02637	5627	2	5627	-0,0159123
5628	-0,00488281	5628	2,02637	5628	2	5628	-0,0159887
5629	-0,00488281	5629	2,02637	5629	2	5629	-0,0160517
5630	-0,00976563	5630	2,02637	5630	2	5630	-0,0161037
5631	-0,00976563	5631	2,02637	5631	2	5631	-0,0161465
5632	-0,00976563	5632	2,02637	5632	2	5632	-0,0161818
5633	-0,00976563	5633	2,02637	5633	2	5633	-0,0162109
5634	-0,00976563	5634	2,02637	5634	2	5634	-0,0162349
5635	-0,00976563	5635	2,02637	5635	2	5635	-0,0162547
5636	-0,00976563	5636	2,03125	5636	2	5636	-0,0343289
5637	-0,00976563	5637	2,02637	5637	2	5637	-0,0136476
5638	-0,00976563	5638	2,02637	5638	2	5638	-0,0141213
5639	-0,00488281	5639	2,02637	5639	2	5639	-0,0145119
5640	-0,00976563	5640	2,02637	5640	2	5640	-0,014834
5641	-0,00976563	5641	2,02637	5641	2	5641	-0,0150996
5642	-0,00488281	5642	2,02637	5642	2	5642	-0,0153186
5643	-0,00488281	5643	2,02637	5643	2	5643	-0,0154991
5644	-0,00976563	5644	2,02637	5644	2	5644	-0,015648
5645	-0,00976563	5645	2,02637	5645	2	5645	-0,0157708
5646	-0,00976563	5646	2,02637	5646	2	5646	-0,015872
5647	-0,00976563	5647	2,02637	5647	2	5647	-0,0159555
5648	-0,00488281	5648	2,02637	5648	2	5648	-0,0160243
5649	-0,00976563	5649	2,02637	5649	2	5649	-0,0160811
5650	-0,0585938	5650	2,02637	5650	2	5650	-0,0161279
5651	-0,00976563	5651	2,02637	5651	2	5651	-0,0161664
5652	-0,00488281	5652	2,02637	5652	2	5652	-0,0161983
5653	-0,00976563	5653	2,03125	5653	2	5653	-0,0342823
5654	-0,00976563	5654	2,02637	5654	2	5654	-0,0136092
5655	-0,00976563	5655	2,02637	5655	2	5655	-0,0140896
5656	-0,00976563	5656	2,02637	5656	2	5656	-0,0144858
5657	-0,00976563	5657	2,02637	5657	2	5657	-0,0148125
5658	-0,00488281	5658	2,02637	5658	2	5658	-0,0150818
5659	-0,00488281	5659	2,02637	5659	2	5659	-0,0153039
5660	-0,00976563	5660	2,03125	5660	2	5660	-0,0335449
5661	-0,00488281	5661	2,02637	5661	2	5661	-0,0130011
5662	-0,00488281	5662	2,02637	5662	2	5662	-0,0135883
5663	-0,00488281	5663	2,02637	5663	2	5663	-0,0140724
5664	-0,00488281	5664	2,02637	5664	2	5664	-0,0144716
