tempo                     vel                         tempo            pos                tempo               in                    tempo         esf
                      1561                   -0,585938             1561           -9,25293                1561                    -6          1561        -1,37763
                      1562                    -0,59082             1562           -9,31641                1562                    -6          1562        -1,36534
                      1563                   -0,600586             1563           -9,38965                1563                    -6          1563        -1,35127
                      1564                    -0,59082             1564           -9,46289                1564                    -6          1564        -1,34995
                      1565                   -0,615234             1565           -9,52637                1565                    -6          1565        -1,32873
                      1566                   -0,620117             1566           -9,61426                1566                    -6          1566        -1,32064
                      1567                   -0,615234             1567           -9,67285                1567                    -6          1567        -1,31903
                      1568                   -0,634766             1568           -9,76563                1568                    -6          1568        -1,30322
                      1569                      -0,625             1569            9,55078                1569                    -6          1569         -1,3059
                      1570                   -0,610352             1570            9,30176                1570                    -6          1570        -1,31143
                      1571                   -0,605469             1571            9,22852                1571                    -6          1571        -1,31097
                      1572                   -0,566406             1572            9,16992                1572                    -6          1572        -1,33093
                      1573                   -0,566406             1573             9,2041                1573                    -6          1573        -1,32667
                      1574                   -0,566406             1574            9,02344                1574                    -6          1574        -1,32283
                      1575                   -0,561523             1575            8,95508                1575                    -6          1575        -1,32227
                      1576                   -0,556641             1576            8,89649                1576                    -6          1576        -1,32189
                      1577                   -0,541992             1577            8,80371                1577                    -6          1577        -1,32744
                      1578                   -0,537109             1578            8,75977                1578                    -6          1578          -1,327
                      1579                   -0,541992             1579            8,69629                1579                    -6          1579        -1,32093
                      1580                   -0,532227             1580            8,64258                1580                    -6          1580        -1,32404
                      1581                   -0,537109             1581             8,5791                1581                    -6          1581        -1,31838
                      1582                   -0,517578             1582            8,50586                1582                    -6          1582        -1,32764
                      1583                   -0,532227             1583            8,45215                1583                    -6          1583        -1,31619
                      1584                   -0,522461             1584            8,38379                1584                    -6          1584           -1,32
                      1585                   -0,537109             1585            8,31543                1585                    -6          1585        -1,30919
                      1586                   -0,541992             1586            8,24707                1586                    -6          1586         -1,3049
                      1587                   -0,556641             1587            8,19336                1587                    -6          1587        -1,29514
                      1588                   -0,541992             1588            8,11524                1588                    -6          1588        -1,30337
                      1589                   -0,551758             1589            8,05176                1589                    -6          1589        -1,29665
                      1590                   -0,566406             1590            7,98828                1590                    -6          1590        -1,28748
                      1591                   -0,571289             1591            7,91504                1591                    -6          1591        -1,28467
                      1592                   -0,581055             1592            7,83691                1592                    -6          1592        -1,27913
                      1593                   -0,585938             1593            7,77832                1593                    -6          1593         -1,2768
                      1594                   -0,585938             1594            7,68555                1594                    -6          1594        -1,27749
                      1595                   -0,566406             1595            7,62695                1595                    -6          1595        -1,28969
                      1596                   -0,551758             1596            7,56348                1596                    -6          1596        -1,29823
                      1597                   -0,527344             1597                7,5                1597                    -6          1597        -1,31206
                      1598                   -0,537109             1598            7,45117                1598                    -6          1598        -1,30482
                      1599                    -0,50293             1599            7,35352                1599                    -6          1599        -1,32412
                      1600                   -0,512695             1600            7,31934                1600                    -6          1600        -1,31626
                      1601                   -0,517578             1601            7,24609                1601                    -6          1601        -1,31184
                      1602                   -0,507813             1602             7,1875                1602                    -6          1602        -1,31643
                      1603                   -0,498047             1603            7,13867                1603                    -6          1603         -1,3208
                      1604                   -0,498047             1604            7,06543                1604                    -6          1604        -1,31917
                      1605                   -0,493164             1605            7,00684                1605                    -6          1605         -1,3206
                      1606                   -0,483398             1606            6,94336                1606                    -6          1606        -1,32489
                      1607                   -0,488281             1607            6,88965                1607                    -6          1607        -1,32031
                      1608                   -0,488281             1608            6,82129                1608                    -6          1608        -1,31896
                      1609                   -0,493164             1609            6,76758                1609                    -6          1609        -1,31485
                      1610                   -0,483398             1610            6,69434                1610                    -6          1610        -1,31972
                      1611                   -0,488281             1611            6,65527                1611                    -6          1611        -1,31566
                      1612                   -0,512695             1612             6,5918                1612                    -6          1612         -1,3003
                      1613                    -0,50293             1613            6,50879                1613                    -6          1613        -1,30616
                      1614                   -0,507813             1614             6,4502                1614                    -6          1614        -1,30299
                      1615                   -0,517578             1615             6,3916                1615                    -6          1615        -1,29712
                      1616                   -0,532227             1616            6,31348                1616                    -6          1616        -1,28871
                      1617                   -0,537109             1617            6,26465                1617                    -6          1617        -1,28659
                      1618                   -0,546875             1618            6,20606                1618                    -6          1618        -1,28167
                      1619                   -0,551758             1619            6,12793                1619                    -6          1619         -1,2799
                      1620                   -0,546875             1620            6,23047                1620                    -6          1620        -1,28398
                      1621                   -0,551758             1621            5,98633                1621                    -6          1621        -1,28198
                      1622                   -0,537109             1622            5,92285                1622                    -6          1622        -1,29165
                      1623                   -0,541992             1623            5,85938                1623                    -6          1623        -1,28911
                      1624                   -0,507813             1624             5,7959                1624                    -6          1624        -1,30987
                      1625                   -0,498047             1625            5,72754                1625                    -6          1625        -1,31489
                      1626                    -0,50293             1626            5,67383                1626                    -6          1626        -1,31096
                      1627                   -0,498047             1627            5,62012                1627                    -6          1627        -1,31309
                      1628                   -0,498047             1628            5,56641                1628                    -6          1628        -1,31224
                      1629                   -0,498047             1629            5,50293                1629                    -6          1629        -1,31146
                      1630                   -0,488281             1630            5,43945                1630                    -6          1630        -1,31656
                      1631                   -0,483398             1631            5,36621                1631                    -6          1631        -1,31848
                      1632                   -0,478516             1632            5,32227                1632                    -6          1632        -1,32032
                      1633                   -0,483398             1633            5,25391                1633                    -6          1633        -1,31631
                      1634                   -0,478516             1634            5,19531                1634                    -6          1634        -1,31837
                      1635                    -0,46875             1635             5,1416                1635                    -6          1635        -1,32324
                      1636                   -0,463867             1636            5,06348                1636                    -6          1636        -1,32495
                      1637                   -0,473633             1637            5,03418                1637                    -6          1637        -1,31793
                      1638                   -0,473633             1638             4,9707                1638                    -6          1638        -1,31717
                      1639                   -0,478516             1639            4,90234                1639                    -6          1639        -1,31359
                      1640                   -0,493164             1640            4,84375                1640                    -6          1640        -1,30446
                      1641                   -0,498047             1641            4,79981                1641                    -6          1641        -1,30169
                      1642                   -0,498047             1642             4,7168                1642                    -6          1642        -1,30197
                      1643                    -0,50293             1643            4,67285                1643                    -6          1643        -1,29933
                      1644                   -0,522461             1644            4,59961                1644                    -6          1644        -1,28816
                      1645                   -0,527344             1645            4,52637                1645                    -6          1645        -1,28632
                      1646                   -0,537109             1646            4,45313                1646                    -6          1646        -1,28165
                      1647                   -0,546875             1647            4,40918                1647                    -6          1647        -1,27723
                      1648                   -0,541992             1648            4,32129                1648                    -6          1648        -1,28169
                      1649                   -0,541992             1649            4,27246                1649                    -6          1649        -1,28293
                      1650                   -0,537109             1650            4,08691                1650                    -6          1650        -1,28694
                      1651                   -0,537109             1651            4,13086                1651                    -6          1651        -1,28777
                      1652                   -0,493164             1652            4,07227                1652                    -6          1652        -1,31457
                      1653                    -0,50293             1653            3,99902                1653                    -6          1653        -1,30789
                      1654                   -0,478516             1654            3,93555                1654                    -6          1654        -1,32191
                      1655                   -0,498047             1655            3,88672                1655                    -6          1655        -1,30906
                      1656                   -0,483398             1656            3,83301                1656                    -6          1656        -1,31728
                      1657                   -0,478516             1657            3,76953                1657                    -6          1657        -1,31925
                      1658                   -0,488281             1658            3,71094                1658                    -6          1658        -1,31245
                      1659                   -0,463867             1659            3,64746                1659                    -6          1659        -1,32636
                      1660                   -0,463867             1660            3,59375                1660                    -6          1660        -1,32498
                      1661                   -0,473633             1661            3,52539                1661                    -6          1661        -1,31796
                      1662                    -0,46875             1662            3,48145                1662                    -6          1662        -1,32009
                      1663                   -0,454102             1663            3,41309                1663                    -6          1663        -1,32791
                      1664                   -0,463867             1664            3,34961                1664                    -6          1664        -1,32082
                      1665                   -0,463867             1665            3,31543                1665                    -6          1665           -1,32
                      1666                   -0,463867             1666            3,25195                1666                    -6          1666        -1,31926
                      1667                   -0,473633             1667            3,19824                1667                    -6          1667        -1,31281
                      1668                   -0,488281             1668            3,13477                1668                    -6          1668        -1,30388
                      1669                   -0,493164             1669            3,07617                1669                    -6          1669        -1,30128
                      1670                   -0,488281             1670            3,01758                1670                    -6          1670        -1,30461
                      1671                    -0,50293             1671            2,94434                1671                    -6          1671        -1,29615
                      1672                   -0,527344             1672            2,89063                1672                    -6          1672         -1,2824
                      1673                   -0,522461             1673            2,81738                1673                    -6          1673        -1,28681
                      1674                   -0,527344             1674            2,73926                1674                    -6          1674        -1,28511
                      1675                   -0,537109             1675            2,69043                1675                    -6          1675        -1,28056
                      1676                   -0,541992             1676            2,62695                1676                    -6          1676        -1,27914
                      1677                   -0,537109             1677            2,56348                1677                    -6          1677        -1,28353
                      1678                   -0,527344             1678            2,51465                1678                    -6          1678        -1,29049
                      1679                   -0,522461             1679            2,42676                1679                    -6          1679        -1,29409
                      1680                   -0,493164             1680            2,36328                1680                    -6          1680        -1,31192
                      1681                   -0,498047             1681            2,31445                1681                    -6          1681         -1,3084
                      1682                   -0,493164             1682            2,25098                1682                    -6          1682        -1,31091
                      1683                   -0,463867             1683            2,19727                1683                    -6          1683        -1,32775
                      1684                   -0,478516             1684            2,11914                1684                    -6          1684        -1,31755
                      1685                   -0,483398             1685             2,0752                1685                    -6          1685        -1,31382
                      1686                    -0,46875             1686            2,03125                1686                    -6          1686        -1,32192
                      1687                   -0,483398             1687            1,95801                1687                    -6          1687        -1,31219
                      1688                   -0,463867             1688            1,89453                1688                    -6          1688        -1,32335
                      1689                   -0,463867             1689            1,85547                1689                    -6          1689        -1,32227
                      1690                   -0,463867             1690            1,79688                1690                    -6          1690        -1,32131
                      1691                   -0,458984             1691            1,72852                1691                    -6          1691        -1,32333
                      1692                   -0,498047             1692            1,67969                1692                    -6          1692        -1,29922
                      1693                    -0,46875             1693            1,60645                1693                    -6          1693        -1,31712
                      1694                   -0,454102             1694            1,54297                1694                    -6          1694        -1,32523
                      1695                   -0,478516             1695            1,50391                1695                    -6          1695        -1,30973
                      1696                   -0,473633             1696            1,45508                1696                    -6          1696        -1,31257
                      1697                   -0,473633             1697            1,38672                1697                    -6          1697        -1,31234
                      1698                   -0,498047             1698            1,32324                1698                    -6          1698        -1,29767
                      1699                    -0,50293             1699             1,2793                1699                    -6          1699        -1,29546
                      1700                   -0,498047             1700            1,21094                1700                    -6          1700        -1,29914
                      1701                   -0,532227             1701            1,15234                1701                    -6          1701        -1,27942
                      1702                   -0,532227             1702             1,0791                1702                    -6          1702        -1,28112
                      1703                   -0,522461             1703            1,00586                1703                    -6          1703        -1,28843
                      1704                   -0,537109             1704           0,932617                1704                    -6          1704        -1,28078
                      1705                   -0,537109             1705           0,878906                1705                    -6          1705        -1,28223
                      1706                   -0,537109             1706           0,805664                1706                    -6          1706        -1,28353
                      1707                   -0,532227             1707           0,756836                1707                    -6          1707         -1,2876
                      1708                   -0,522461             1708           0,688477                1708                    -6          1708        -1,29427
                      1709                   -0,478516             1709           0,634766                1709                    -6          1709        -1,32076
                      1710                   -0,493164             1710           0,556641                1710                    -6          1710        -1,31092
                      1711                   -0,478516             1711           0,522461                1711                    -6          1711        -1,31907
                      1712                   -0,488281             1712           0,449219                1712                    -6          1712        -1,31229
                      1713                   -0,488281             1713           0,380859                1713                    -6          1713        -1,31175
                      1714                   -0,478516             1714           0,297852                1714                    -6          1714        -1,31704
                      1715                   -0,473633             1715            0,27832                1715                    -6          1715        -1,31915
                      1716                   -0,478516             1716           0,219727                1716                    -6          1716        -1,31537
                      1717                   -0,463867             1717           0,151367                1717                    -6          1717        -1,32343
                      1718                    -0,46875             1718           0,102539                1718                    -6          1718        -1,31945
                      1719                   -0,478516             1719          0,0439453                1719                    -6          1719        -1,31287
                      1720                    -0,46875             1720        -0,00976563                1720                    -6          1720        -1,31828
                      1721                    -0,46875             1721         -0,0634766                1721                    -6          1721         -1,3176
                      1722                   -0,458984             1722          -0,131836                1722                    -6          1722        -1,32277
                      1723                   -0,473633             1723           -0,19043                1723                    -6          1723        -1,31319
                      1724                   -0,483398             1724          -0,234375                1724                    -6          1724        -1,30711
                      1725                   -0,493164             1725          -0,307617                1725                    -6          1725        -1,30141
                      1726                    -0,50293             1726          -0,375977                1726                    -6          1726        -1,29605
                      1727                   -0,498047             1727          -0,429688                1727                    -6          1727        -1,29967
                      1728                   -0,512695             1728          -0,493164                1728                    -6          1728        -1,29148
                      1729                   -0,517578             1729          -0,551758                1729                    -6          1729        -1,28954
                      1730                   -0,532227             1730          -0,615234                1730                    -6          1730        -1,28189
                      1731                   -0,537109             1731          -0,698242                1731                    -6          1731        -1,28045
                      1732                   -0,532227             1732          -0,761719                1732                    -6          1732        -1,28482
                      1733                   -0,546875             1733          -0,825195                1733                    -6          1733         -1,2773
                      1734                   -0,541992             1734          -0,888672                1734                    -6          1734        -1,28176
                      1735                   -0,527344             1735          -0,957031                1735                    -6          1735        -1,29167
                      1736                   -0,537109             1736           -1,00586                1736                    -6          1736        -1,28647
                      1737                    -0,50293             1737           -1,09375                1737                    -6          1737        -1,30761
                      1738                   -0,493164             1738            -1,1377                1738                    -6          1738        -1,31297
                      1739                   -0,478516             1739           -1,37695                1739                    -6          1739        -1,32093
                      1740                   -0,493164             1740           -1,25977                1740                    -6          1740        -1,31107
                      1741                   -0,483398             1741           -1,31836                1741                    -6          1741        -1,31631
                      1742                   -0,483398             1742           -1,38672                1742                    -6          1742        -1,31548
                      1743                   -0,493164             1743           -1,44531                1743                    -6          1743        -1,30894
